SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr8:131468475,chr8,131440650,131496300,2,",691MES,700ADRN",0.886907959,0.932347267,,,
chr8:13291300,chr8,13278700,13303900,2,",711ADRN,753ADRN",0.139148053,0.270484285,",DLC1:MES:68529",,
chr8:137661825,chr8,137651700,137671950,2,",700ADRN,753ADRN",3.42E-05,0.001741687,,,
chr8:139894850,chr8,139882200,139907500,2,",700ADRN,753ADRN",0.772509051,0.855813215,,,
chr8:140438850,chr8,140424000,140453700,3,",700ADRN,753ADRN,SH-SY5Y",0.005106548,0.031331767,,,
chr8:140814750,chr8,140799150,140830350,2,",700ADRN,SH-SY5Y",0.032283413,0.097025376,,,
chr8:142397350,chr8,142347500,142447200,2,",700MES,717MES",0.322437456,0.48423922,,,ncc
chr8:142861500,chr8,142838250,142884750,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.000812192,0.010226241,,,
chr8:16381050,chr8,16372900,16389200,2,",691MES,SH-EP2",0.000649185,0.008701175,,,
chr8:17474850,chr8,17457900,17491800,2,",691MES,717MES",0.769372701,0.854173299,,,
chr8:17625000,chr8,17617800,17632200,2,",691ADRN,SH-SY5Y",0.392131943,0.550006846,,,
chr8:17767450,chr8,17748500,17786400,5,",691ADRN,700ADRN,711ADRN,717MES,753ADRN",0.064297546,0.157851033,,,
chr8:20039800,chr8,20015800,20063800,2,",753ADRN,SH-SY5Y",0.311481013,0.473200588,",ATP6V1B2:ADRN:9097",",ATP6V1B2:ADRN",
chr8:20147100,chr8,20100600,20193600,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.97099009,0.986421473,",ATP6V1B2:ADRN:9097",,
chr8:22249100,chr8,22234000,22264200,3,",691ADRN,753ADRN,SH-EP2",0.507946221,0.653993267,",EGR3:MES:5285,SLC39A14:MES:8951",,
chr8:22528150,chr8,22500200,22556100,2,",717MES,SH-EP2",0.001781582,0.017509686,",EGR3:MES:5285,SLC39A14:MES:8951",",EGR3:MES",
chr8:23197775,chr8,23145250,23250300,3,",700MES,717MES,SH-EP2",0.001967365,0.018392129,",LOXL2:MES:11422",",LOXL2:MES",ncc
chr8:24860875,chr8,24848900,24872850,4,",691MES,711ADRN,753ADRN,SH-SY5Y",0.117692468,0.240005991,",NEFL:ADRN:34517,NEFM:ADRN:76446",,
chr8:26482875,chr8,26465000,26500750,4,",691ADRN,700MES,700ADRN,711ADRN",0.924036542,0.953393968,",DPYSL2:ADRN:29080,PNMA2:ADRN:93517",",DPYSL2:ADRN",
chr8:27470625,chr8,27463950,27477300,2,",711ADRN,753ADRN",0.302318426,0.467398348,",PBK:ADRN:218312,STMN4:ADRN:347994",,
chr8:28809375,chr8,28770000,28848750,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.003400188,0.024598244,",DUSP4:ADRN:357572,FZD3:ADRN:418279",,
chr8:29648100,chr8,29576100,29720100,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000405901,0.007261095,",DUSP4:ADRN:357572,LEPROTL1:ADRN:184371",",LEPROTL1:ADRN",
chr8:29747925,chr8,29727300,29768550,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.000460456,0.007602361,",LEPROTL1:ADRN:184371",,
chr8:31613175,chr8,31572000,31654350,2,",700MES,700ADRN",0.19372738,0.338208934,,,
chr8:31687950,chr8,31667100,31708800,2,",700ADRN,SH-SY5Y",0.107313114,0.224830571,,,
chr8:31787375,chr8,31741000,31833750,3,",700MES,700ADRN,SH-SY5Y",0.232519959,0.381865783,,,
chr8:36930300,chr8,36906900,36953700,2,",691MES,717MES",0.04008995,0.111420563,,,
chr8:37101800,chr8,37071250,37132350,3,",700MES,700ADRN,753ADRN",0.853232439,0.912530446,,,
chr8:37748850,chr8,37721100,37776600,2,",691MES,717MES",0.068081432,0.163750129,,,ncc
chr8:38772000,chr8,38745600,38798400,2,",691MES,SH-EP2",0.018078809,0.066475619,",ADAM9:MES:56104,FGFR1:MES:419248,PLEKHA2:MES:13152",",PLEKHA2:MES",
chr8:40752375,chr8,40740150,40764600,3,",691ADRN,700ADRN,711ADRN",0.004688906,0.029610493,,,
chr8:41179950,chr8,41157750,41202150,2,",691MES,SH-SY5Y",0.922399648,0.953375756,,,ncc
chr8:41328450,chr8,41319600,41337300,2,",691ADRN,753ADRN",0.145890077,0.280311338,,,
chr8:49474800,chr8,49439100,49510500,6,",691MES,700MES,700ADRN,717MES,SH-EP2,SH-SY5Y",0.020394438,0.071660794,",SNAI2:MES:323499",",SNAI2:MES",
chr8:52565750,chr8,52553200,52578300,3,",700ADRN,753ADRN,SH-SY5Y",0.035812402,0.103154614,,,
chr8:56835450,chr8,56811300,56859600,3,",691ADRN,753ADRN,SH-SY5Y",0.000722958,0.009524979,",LYN:ADRN:18915",",LYN:ADRN",
chr8:59667675,chr8,59650650,59684700,2,",SH-EP2,SH-SY5Y",0.531341394,0.675144799,",SDCBP:MES:184923",,
chr8:59760500,chr8,59708400,59812600,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.434324205,0.588302224,",SDCBP:MES:184923",,
chr8:59940600,chr8,59890800,59990400,4,",691ADRN,753ADRN,SH-EP2,SH-SY5Y",0.037155111,0.105558624,",SDCBP:MES:184923",,
chr8:60545850,chr8,60528000,60563700,4,",691ADRN,753ADRN,SH-EP2,SH-SY5Y",0.060006783,0.1501977,,,
chr8:61679500,chr8,61637400,61721600,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.003418878,0.024598244,,,
chr8:61923950,chr8,61909000,61938900,3,",691MES,700MES,753ADRN",0.039695983,0.110695846,,,
chr8:62619150,chr8,62600800,62637500,2,",753ADRN,SH-EP2",0.118827001,0.241726407,",ASPH:MES:1608",",ASPH:MES",
chr8:72080250,chr8,72064950,72095550,2,",753ADRN,SH-SY5Y",0.008473367,0.042290498,",EYA1:ADRN:101496",,
chr8:72134025,chr8,72100800,72167250,2,",753ADRN,SH-SY5Y",0.002266146,0.01951469,",EYA1:ADRN:101496",,
chr8:72521925,chr8,72513600,72530250,2,",691ADRN,SH-SY5Y",0.008953207,0.043609336,",EYA1:ADRN:101496",,
chr8:75731775,chr8,75716400,75747150,2,",700ADRN,753ADRN",0.195816399,0.339709153,",CRISPLD1:MES:149557,GDAP1:ADRN:453783",,
chr8:80091650,chr8,80065000,80118300,2,",691ADRN,753ADRN",0.00845709,0.042290498,",STMN2:ADRN:197702",,
chr8:80208300,chr8,80192850,80223750,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.058952554,0.148004749,",HEY1:ADRN:40652,STMN2:ADRN:197702",,
chr8:80735050,chr8,80720750,80749350,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.435819239,0.588887459,",HEY1:ADRN:40652,STMN2:ADRN:197702",,
chr8:81660000,chr8,81607350,81712650,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.002459056,0.020164523,",ZNF704:ADRN:7834",",ZNF704:ADRN",
chr8:81742100,chr8,81716800,81767400,3,",700ADRN,753ADRN,SH-SY5Y",0.003180316,0.024135548,",ZNF704:ADRN:7834",",ZNF704:ADRN",
chr8:81783000,chr8,81771150,81794850,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.002421155,0.020164523,",ZNF704:ADRN:7834",",ZNF704:ADRN",
chr8:81834675,chr8,81824700,81844650,3,",700ADRN,753ADRN,SH-SY5Y",0.017605471,0.065459268,",ZNF704:ADRN:7834",,
chr8:8493175,chr8,8477900,8508450,2,",691MES,SH-EP2",2.19E-05,0.001473127,,,
chr8:8715000,chr8,8677650,8752350,2,",700ADRN,SH-SY5Y",0.361415998,0.521417873,,,
chr8:9046125,chr8,9015000,9077250,3,",700ADRN,753ADRN,SH-SY5Y",0.165059592,0.30346133,,,
chr8:93029300,chr8,93015200,93043400,2,",691ADRN,SH-EP2",0.412840683,0.568468281,,,
chr8:93643300,chr8,93617000,93669600,2,",717MES,753ADRN",0.902408035,0.940904739,,,
chr8:93743175,chr8,93720150,93766200,3,",691ADRN,700ADRN,753ADRN",0.487767374,0.634326585,,,
chr8:97528050,chr8,97504800,97551300,2,",700ADRN,SH-EP2",0.052916942,0.137958241,",SDC2:MES:1081",,
chr8:97841250,chr8,97808850,97873650,2,",700ADRN,SH-SY5Y",0.736498626,0.831562987,",SDC2:MES:1081",,
chr9:100275325,chr9,100262850,100287800,4,",700ADRN,711ADRN,753ADRN,SH-SY5Y",0.005520154,0.03276606,",TMOD1:ADRN:611",",TMOD1:ADRN",
chr9:100321800,chr9,100307400,100336200,3,",711ADRN,753ADRN,SH-SY5Y",0.050544176,0.133978343,",NANS:MES:100442,TMOD1:ADRN:611",",TMOD1:ADRN",
chr9:100959750,chr9,100919400,101000100,4,",700ADRN,717MES,753ADRN,SH-EP2",0.304510036,0.468286713,",NANS:MES:100442",,
chr9:102178950,chr9,102167400,102190500,3,",691ADRN,711ADRN,753ADRN",0.319967662,0.481576526,,,
chr9:102240900,chr9,102223050,102258750,3,",691ADRN,753ADRN,SH-SY5Y",0.346739461,0.506843434,,,
chr9:113870125,chr9,113855250,113885000,2,",700MES,753ADRN",0.343431201,0.503349339,,,
chr9:113916375,chr9,113903750,113929000,3,",691MES,700MES,753ADRN",0.348873311,0.509514448,,,
chr9:116236850,chr9,116224800,116248900,2,",691ADRN,753ADRN",0.046952466,0.126680192,",RGS3:MES:1179",,
chr9:116360850,chr9,116317800,116403900,5,",691MES,700MES,717MES,SH-EP2,SH-SY5Y",0.01209983,0.053483823,",RGS3:MES:1179",",RGS3:MES",ncc
chr9:118361050,chr9,118351500,118370600,2,",753ADRN,SH-EP2",0.523701438,0.669260029,",TNC:MES:470964",",TNC:MES",
chr9:119891400,chr9,119823900,119958900,3,",700MES,700ADRN,SH-SY5Y",0.022783272,0.077944284,,,
chr9:120078750,chr9,119977200,120180300,2,",700ADRN,SH-SY5Y",0.002475068,0.020164523,,,
chr9:120540375,chr9,120521000,120559750,2,",700MES,700ADRN",0.095831016,0.207114628,,,
chr9:120709650,chr9,120678600,120740700,2,",700MES,700ADRN",0.666600734,0.774748545,,,
chr9:124079850,chr9,124019700,124140000,3,",700MES,717MES,SH-EP2",1.55E-05,0.001334454,",GSN:MES:10679",",GSN:MES",
chr9:124330200,chr9,124307400,124353000,2,",700MES,717MES",0.086034335,0.192967699,",GSN:MES:10679",,ncc
chr9:127038750,chr9,127000800,127076700,2,",717MES,SH-EP2",0.002510807,0.020355906,",OLFML2A:MES:462736",,ncc
chr9:12711675,chr9,12692400,12730950,3,",691ADRN,753ADRN,SH-SY5Y",0.009024512,0.043728101,,,
chr9:128522300,chr9,128507700,128536900,3,",691ADRN,711ADRN,753ADRN",0.302105053,0.467398348,",PBX3:ADRN:1916",,
chr9:128599700,chr9,128576600,128622800,3,",691ADRN,711ADRN,753ADRN",0.332921495,0.494473213,",PBX3:ADRN:1916",",PBX3:ADRN",
chr9:128664600,chr9,128642700,128686500,3,",691ADRN,711ADRN,753ADRN",0.092052768,0.201040343,",PBX3:ADRN:1916",,
chr9:128822100,chr9,128814900,128829300,3,",691ADRN,711ADRN,753ADRN",0.180454157,0.320428901,",PBX3:ADRN:1916",,
chr9:129294525,chr9,129260250,129328800,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000516727,0.007602361,,,ncc
chr9:130038375,chr9,130023000,130053750,3,",691ADRN,711ADRN,753ADRN",0.561653123,0.703441967,",STXBP1:ADRN:148015",,
chr9:130581900,chr9,130522500,130641300,2,",717MES,SH-EP2",0.043893108,0.120362211,",STXBP1:ADRN:148015",,ncc
chr9:130734600,chr9,130721400,130747800,4,",691ADRN,711ADRN,717MES,753ADRN",0.637157023,0.755317384,",STXBP1:ADRN:148015",,ncc
chr9:132098100,chr9,132068400,132127800,3,",700MES,717MES,SH-EP2",0.661696973,0.772289586,",ENDOG:ADRN:487622",,ncc
chr9:132207075,chr9,132139650,132274500,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2",0.840739378,0.90440702,,,ncc
chr9:132379800,chr9,132306900,132452700,2,",691ADRN,717MES",0.157341284,0.295552188,",NCS1:ADRN:321879",,ncc
chr9:13276475,chr9,13266700,13286250,2,",700MES,753ADRN",0.230773432,0.380124325,,,
chr9:133299750,chr9,133284750,133314750,2,",700MES,700ADRN",0.968940661,0.985383382,",NCS1:ADRN:321879",,
chr9:133328250,chr9,133318750,133337750,2,",700MES,711ADRN",0.968899242,0.985383382,",NCS1:ADRN:321879",,ncc
chr9:133729800,chr9,133688100,133771500,3,",691MES,700MES,717MES",0.033109346,0.098088651,,,ncc
chr9:134886175,chr9,134865500,134906850,3,",700ADRN,711ADRN,753ADRN",0.108581512,0.226663114,,,
chr9:135993675,chr9,135986400,136000950,2,",691ADRN,711ADRN",0.309436815,0.471820171,",RALGDS:ADRN:788,SURF4:MES:173580",",RALGDS:ADRN",ncc
chr9:136014900,chr9,136004000,136025800,2,",711ADRN,753ADRN",0.258277004,0.413176313,",DBH:ADRN:8216,RALGDS:ADRN:788,SURF4:MES:173580",",RALGDS:ADRN",ncc
chr9:136430400,chr9,136418400,136442400,2,",711ADRN,753ADRN",0.005191484,0.03137544,",DBH:ADRN:8216,RALGDS:ADRN:788,SURF4:MES:173580",,ncc
chr9:136487150,chr9,136464600,136509700,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.005185971,0.03137544,",DBH:ADRN:8216,RALGDS:ADRN:788,SURF4:MES:173580",,ncc
chr9:136719900,chr9,136676400,136763400,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.043206113,0.119085504,",DBH:ADRN:8216,SURF4:MES:173580",,ncc
chr9:137271750,chr9,137206200,137337300,4,",691ADRN,700ADRN,711ADRN,717MES",0.899272733,0.939994517,",COL5A1:MES:24450",,ncc
chr9:137542250,chr9,137509200,137575300,2,",717MES,SH-EP2",0.401055201,0.558252717,",COL5A1:MES:24450,OLFM1:ADRN:38487",",COL5A1:MES",ncc
chr9:138040500,chr9,138018000,138063000,2,",691ADRN,753ADRN",0.014119235,0.057393978,",COL5A1:MES:24450,OLFM1:ADRN:38487",,
chr9:14060475,chr9,14055000,14065950,2,",700ADRN,753ADRN",0.739741357,0.833618881,,,
chr9:14191075,chr9,14156850,14225300,2,",SH-EP2,SH-SY5Y",0.475223464,0.624364741,,,
chr9:14258350,chr9,14230500,14286200,5,",691ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.686268325,0.792618454,,,
chr9:14417700,chr9,14388900,14446500,4,",711ADRN,717MES,753ADRN,SH-SY5Y",0.772935091,0.855813215,,,
chr9:14536900,chr9,14508300,14565500,2,",700MES,SH-SY5Y",0.508005601,0.653993267,,,
chr9:16162650,chr9,16117400,16207900,5,",691MES,700ADRN,711ADRN,SH-EP2,SH-SY5Y",0.572955876,0.7130903,,,
chr9:16525375,chr9,16514550,16536200,2,",691MES,SH-EP2",0.129041896,0.255622922,",BNC2:MES:138136",",BNC2:MES",
chr9:16617225,chr9,16589700,16644750,3,",691MES,700ADRN,717MES",0.082318011,0.187671515,",BNC2:MES:138136",,
chr9:16715775,chr9,16698900,16732650,2,",691MES,SH-EP2",0.080479086,0.186549849,",BNC2:MES:138136",",BNC2:MES",
chr9:17072175,chr9,17059350,17085000,2,",700ADRN,SH-SY5Y",0.212428451,0.359161837,",BNC2:MES:138136",,
chr9:2486700,chr9,2465550,2507850,2,",691ADRN,700ADRN",0.999432336,0.999432336,,,
chr9:26276050,chr9,26215800,26336300,2,",753ADRN,SH-EP2",0.047734506,0.128165993,,,
chr9:27709375,chr9,27690000,27728750,2,",691MES,700MES",0.200603263,0.344424197,,,
chr9:27831225,chr9,27813900,27848550,2,",691ADRN,700ADRN",0.051691719,0.136367678,,,
chr9:28795350,chr9,28768800,28821900,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.02281565,0.077944284,,,
chr9:33160600,chr9,33148000,33173200,2,",691MES,SH-EP2",0.002330439,0.019862512,,,
chr9:34425975,chr9,34403100,34448850,2,",711ADRN,SH-SY5Y",0.057094466,0.145986157,,,
chr9:34573950,chr9,34544700,34603200,5,",700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.163826824,0.303041641,,,ncc
chr9:37936425,chr9,37913750,37959100,2,",700MES,SH-EP2",0.065805729,0.160130485,",IGFBPL1:ADRN:368344",,ncc
chr9:38019100,chr9,37982100,38056100,2,",717MES,SH-EP2",0.081450339,0.187162443,",IGFBPL1:ADRN:368344",,ncc
chr9:6558500,chr9,6547500,6569500,2,",753ADRN,SH-EP2",0.133244935,0.261227951,",GLDC:ADRN:76192",,
chr9:73205600,chr9,73178600,73232600,2,",753ADRN,SH-EP2",0.555821957,0.697716082,,,
chr9:75778125,chr9,75756000,75800250,3,",691MES,700MES,SH-EP2",4.19E-06,0.000913058,",ANXA1:MES:10646",",ANXA1:MES",
chr9:80359800,chr9,80339900,80379700,3,",691MES,691ADRN,753ADRN",0.603905891,0.728570175,,,
chr9:81015150,chr9,80999100,81031200,2,",691ADRN,700ADRN",0.024226361,0.080671833,,,
chr9:81045150,chr9,81033450,81056850,2,",691ADRN,753ADRN",0.033888665,0.100040784,,,
chr9:8174000,chr9,8155000,8193000,4,",700ADRN,711ADRN,753ADRN,SH-SY5Y",5.22E-05,0.002224696,,,
chr9:82236225,chr9,82219200,82253250,2,",691ADRN,700ADRN",0.268796585,0.426886958,,,
chr9:85215675,chr9,85206900,85224450,2,",691ADRN,700ADRN",0.398100294,0.555069369,,,
chr9:88276725,chr9,88254150,88299300,2,",753ADRN,SH-SY5Y",0.085975495,0.192967699,",AGTPBP1:ADRN:57644",",AGTPBP1:ADRN",
chr9:89902050,chr9,89859900,89944200,2,",717MES,SH-EP2",0.00025755,0.005664579,",DAPK1:ADRN:167942,GAS1:MES:297796",",GAS1:MES",
chr9:91352400,chr9,91328700,91376100,2,",691MES,717MES",0.016980116,0.063711493,",S1PR3:MES:230223,SHC3:ADRN:417582",,
chr9:93062850,chr9,93049600,93076100,2,",691ADRN,753ADRN",0.342740707,0.503211179,,,
chr9:94657875,chr9,94644000,94671750,2,",691ADRN,SH-SY5Y",0.618177104,0.740447083,",NFIL3:ADRN:457092",,ncc
chr9:97378875,chr9,97361400,97396350,3,",700ADRN,753ADRN,SH-SY5Y",0.081419291,0.187162443,,,
chr9:97451175,chr9,97426950,97475400,5,",700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.425542091,0.579239111,,,
chr9:97554900,chr9,97518900,97590900,4,",700MES,753ADRN,SH-EP2,SH-SY5Y",0.478519706,0.627208006,,,
chr9:97628250,chr9,97605150,97651350,7,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.365630542,0.524263671,,,
chr9:97686350,chr9,97653500,97719200,8,",691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.377761811,0.534332026,,,
chr9:97828250,chr9,97731500,97925000,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.435105993,0.588463446,,,ncc
chr9:97982150,chr9,97928500,98035800,2,",700MES,700ADRN",0.643041861,0.758506439,,,
chrX:111914625,chrX,111903250,111926000,2,",691MES,700MES",5.11E-06,0.000913058,,,
chrX:114984075,chrX,114962400,115005750,3,",691ADRN,753ADRN,SH-SY5Y",0.112521297,0.232889658,",PLS3:MES:134582",,ncc
chrX:117353125,chrX,117339000,117367250,5,",691ADRN,700MES,700ADRN,711ADRN,SH-SY5Y",0.198236478,0.342483395,",IL13RA1:MES:494308,KLHL13:ADRN:87697",,
chrX:118808425,chrX,118787750,118829100,2,",700MES,700ADRN",0.849248008,0.910613026,",SEPT6:ADRN:1767",",SEPT6:ADRN",
chrX:133867750,chrX,133844300,133891200,2,",700ADRN,SH-EP2",0.036767522,0.104995914,,,
chrX:152755650,chrX,152730000,152781300,3,",700MES,717MES,SH-EP2",0.004922585,0.030527374,",BGN:MES:20954,L1CAM:ADRN:360099",,ncc
chrX:15444000,chrX,15397050,15490950,2,",691ADRN,SH-SY5Y",0.147006746,0.282130729,",AP1S2:ADRN:382187",,
chrX:39579650,chrX,39559000,39600300,3,",700MES,753ADRN,SH-SY5Y",0.649358595,0.761633017,,,
chrX:71283200,chrX,71257000,71309400,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.244821264,0.396581813,,,
chrX:71333100,chrX,71311500,71354700,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.268923372,0.426886958,,,
