Chromosome,Start,End,Type (NB or hNCC),Gene(s),TF(s),Number of NB cell lines,#cell lines with SE (group I),#cell lines with SE (group II),Median Score over 25 cell lines,"Median score, group I","Median score, group II","Median score, hNCC",FC Score Group I over Group II,Wilcoxon p-value (two sided test),Loadings to PC1,Loadings to PC2,Has 15% overlap with hNCC SEs,Pearson Corr. with gene expression
chr20,16015798,16090051,NB,FLRT3,,3,3,0,3272.736788,4473.594506,54.22096808,435.1639231,82.50672508,0.001503759,0.561632927,1.861454018,0,0.51
chr1,7342248,7374301,NCC,,,15,11,3,3272.728262,3054.91539,24232.69094,15391.34059,0.126065875,0.001503759,0.238927567,-0.539305469,1,
chrX,50305198,50389851,NB,,,4,4,0,3272.090941,4151.554889,3272.090941,839.3264154,1.268777355,0.261654135,0.457464212,1.067376105,0,
chr9,21764598,21840151,NCC,MIR31HG|CDKN2B|CDKN2B-AS1|IFNE,,1,0,1,3271.178046,3129.825065,16778.73358,14952.27017,0.186535238,0.001503759,0.201449948,-0.484964352,1,0.55|0.53|0.53|0.47
chr6,37178098,37233251,NCC,TMEM217|FGD2|MTCH1,,4,1,2,3269.281058,3110.92448,24297.6591,20894.28692,0.128033917,0.001503759,0.096939223,-0.561524295,1,0.75|0.39|0.38
chr5,66298998,66361901,NCC,MAST4,,6,2,3,3268.448908,2865.817854,27966.64665,13130.11164,0.102472702,0.001503759,0.24766657,-0.712335925,1,0.7
chrX,149800198,149905501,NB,MAMLD1|CXorf40B,,2,0,2,3268.201004,3106.49088,21226.52998,7594.454045,0.146349445,0.010526316,0.153069169,-0.278987312,0,0.53|0.37
chr8,90767098,90864601,NCC,RIPK2|OSGIN2,,3,0,2,3267.558667,2932.802457,28255.96395,23181.81655,0.103794104,0.001503759,0.122495213,-0.749019024,1,0.82|0.6
chr18,48219048,48287201,NB,MAPK4|MRO,,6,5,0,3267.440553,4346.140737,155.0801311,14.93470115,28.02512937,0.001503759,0.878836272,2.952692087,0,0.7|0.52
chr6,84687748,84785201,NB,RIPPLY2|SNAP91|MRAP2|CYB5R4,,3,3,0,3265.927527,4563.549611,326.0971944,576.7269517,13.9944461,0.001503759,0.360150254,1.463577464,0,0.81|0.8|0.74|0.41
chr5,159838898,159935901,NB,TTC1|CCNG1,,2,0,1,3265.678076,3121.832052,14521.5494,17087.14381,0.214979267,0.001503759,0.055396481,-0.457596274,0,0.47|0.41
chr14,94182298,94232651,NB,PRIMA1|UNC79,,4,4,0,3264.963479,5622.229553,0,0,Inf,0.007716814,1.074567698,3.871218387,0,0.82|0.81
chr4,77644198,77753801,NCC,SEPT11|SOWAHB,,7,2,3,3264.196708,2619.943769,39651.99523,30981.61456,0.066073441,0.001503759,0.564119605,-1.254787714,1,0.42|0.41
chr14,71512148,71611351,NCC,SIPA1L1,,1,0,1,3263.386502,2955.352744,20200.35021,14927.09493,0.146302055,0.02406015,0.132951636,-0.447531065,1,0.53
chr11,1771847,1805301,NB,IFITM10|CTSD,,2,0,1,3262.8797,2733.2444,9220.485397,5013.038904,0.296431726,0.10075188,0.263633079,-0.1588144,0,0.62|0.48
chr11,129942213,130010151,NB,PRDM10|APLP2,PRDM10,6,5,0,3262.707443,3429.055497,1457.751366,1664.771324,2.352291054,0.184962406,0.221308009,0.683005784,0,0.48|0.37
chr17,40549598,40636601,NCC,PTRF|STAT3|DHX58|RAB5C,STAT3,5,1,3,3262.213958,2522.74704,34242.83279,18353.38559,0.073672265,0.001503759,0.145502006,-0.761630215,1,0.82|0.59|0.5|0.37
chr21,46371998,46417851,NB,ADARB1|SSR4P1|FAM207A,,2,2,0,3258.765986,3033.701178,8947.127894,5323.131249,0.339069835,0.034586466,0.214228766,-0.003203407,0,0.68|0.63|0.4
chr18,74764548,74895701,NB,MBP,,5,1,2,3258.708627,3212.979657,29219.97909,24879.76559,0.109958315,0.001503759,-0.016355464,-0.524124648,1,0.46
chr10,60267648,60352351,NB,BICC1,,2,0,1,3256.561212,3249.953612,7155.126827,22993.13031,0.454213278,0.470676692,0.242889173,0.071008497,1,0.72
chr17,42610948,42640251,NCC,FZD2|GRN,,6,2,3,3255.205643,2602.256499,42795.47323,27908.97538,0.060806817,0.001503759,0.99551927,-1.658190497,1,0.88|0.37
chr3,81310898,81359201,NB,,,2,2,0,3252.500433,3630.888044,78.21723893,8399.628547,46.42056014,0.003007519,0.4545774,0.801855351,0,
chr5,57071898,57208001,NB,PLK2|ACTBL2,,3,0,3,3252.358332,3008.879161,38602.74142,36432.26046,0.077944702,0.001503759,0.429817664,-1.251989897,1,0.78|0.41
chr8,142973048,143037651,NB,ADGRB1|TSNARE1|LINC00051,,4,4,0,3251.303727,3925.497369,0,80.63999499,Inf,0.007716814,0.981608838,2.866120095,0,0.85|0.69|0.49
chr11,17752498,17772301,NB,KCNC1|MYOD1,MYOD1,2,1,0,3246.746012,3477.591497,268.8681454,80.85418243,12.93418933,0.001503759,0.619098744,1.856559807,0,0.91|0.42
chr8,120914448,121002551,NB,DEPTOR|DSCC1,,4,4,0,3245.645867,5544.949389,838.6175713,547.2227357,6.612011934,0.006015038,0.234372423,1.576274364,0,0.7|0.63
chr3,134010098,134098101,NB,AMOTL2,,5,0,3,3243.955958,2685.771872,63874.48881,59866.5792,0.042047646,0.001503759,0.005351306,-1.290891444,1,0.87
chr2,107550498,107643251,NB,ST6GAL2,,3,0,1,3243.549826,3201.088303,17.71079812,20098.65328,180.7421823,0.481585362,1.029484813,0.283313612,1,0.52
chr22,24529548,24573951,NB,,,3,1,1,3243.482788,2903.635778,6222.464404,3698.256221,0.466637588,0.02406015,0.160396934,-0.003954724,0,
chr11,66403348,66442774,NB,CCDC87,,2,1,1,3243.433341,3146.909085,5308.245205,5805.453323,0.59283416,0.046616541,0.256668543,0.025349521,0,0.4
chr1,94262498,94309801,NCC,BCAR3,,7,2,3,3239.019244,2086.145504,38835.14925,13915.69378,0.053717973,0.006015038,0.161355692,-0.807288409,1,0.74
chr11,26963948,27044601,NB,BBOX1-AS1|ANO3,,2,1,0,3238.749471,3030.939295,6850.833252,4587.864191,0.442419073,0.261654135,0.144515859,0.020165058,0,0.47|0.44
chr6,134667048,134875601,NB,SGK1|LINC01010,,3,0,2,3232.255907,3105.786222,56479.35407,47641.96718,0.054989762,0.001503759,0.297462486,-1.228479839,1,0.78|0.43
chr12,77413798,77524001,NB,NAV3|E2F7,E2F7,2,0,1,3230.653693,2771.507542,23077.93325,20228.09147,0.120093403,0.001503759,0.117586361,-0.818792551,0,0.75|0.51
chr7,127483698,127587751,NCC,LEP,,7,5,2,3228.786487,2990.166464,21797.60489,11707.73203,0.137178671,0.079699248,0.142836891,-0.268492742,1,0.39
chr10,24504948,24679801,NB,KIAA1217|OTUD1,,2,0,1,3228.305099,2950.334769,16711.57741,11155.58033,0.176544362,0.144901685,1.059986379,-0.820785282,0,0.62|0.45
chr5,31884398,31991251,NB,PDZD2,,4,4,0,3221.270543,4706.103592,594.9479535,1589.463621,7.910109724,0.006015038,0.321828369,1.194726161,0,0.77
chr12,26114461,26216351,NCC,RASSF8|RASSF8-AS1,,5,0,3,3219.959983,2164.626459,26173.8934,15756.96761,0.082701737,0.001503759,0.322760023,-0.792335222,1,0.71|0.47
chr10,78914498,78964951,NCC,KCNMA1,,10,4,3,3217.192511,2282.453983,39405.96087,25308.18645,0.057921541,0.001503759,0.295127441,-1.045428747,1,0.66
chr15,61456998,61536651,NB,RORA,RORA,3,3,0,3215.757555,3790.643897,1126.364987,981.9473006,3.365377954,0.221052632,0.31717434,0.814833729,0,0.51
chr9,117762448,117933601,NB,TNC|WHRN,,3,0,2,3212.989633,2237.384453,26157.95071,31756.35211,0.085533629,0.023693101,0.785770975,-1.170166895,1,0.75|0.49
chr12,79978048,80098451,NB,PAWR,,3,0,3,3212.67923,525.2649944,34969.92852,19973.7974,0.015020477,0.007539171,1.46288834,-1.64486001,1,0.86
chr3,59496798,59645551,NB,FHIT,,2,2,0,3210.57947,3661.343875,173.7413555,4031.035081,21.07353119,0.10075188,0.276468034,0.961285393,0,0.54
chr4,183127398,183172801,NCC,TENM3|DCTD,,10,8,2,3200.389908,2601.79361,10984.05376,12472.66419,0.236870072,0.046616541,0.308070738,-0.320855867,1,0.6|0.43
chr1,77452998,77547051,NB,ST6GALNAC5,,2,1,1,3199.640107,3122.55259,4381.098766,2561.697006,0.712732754,0.10075188,0.328350192,0.305840608,0,0.69
chr10,98818198,98956901,NB,SLIT1|ARHGAP19|ARHGAP19-SLIT1|PIK3AP1,,7,7,0,3198.997325,7018.925628,425.0147814,51.42237122,16.51454475,0.001503759,0.598196727,3.171461374,0,0.68|0.52|0.48|0.39
chr2,142747198,142903351,NB,LRP1B,,4,1,1,3196.099779,2647.755527,6584.954739,7727.839751,0.402091682,0.412030075,0.410421216,-0.29781673,0,0.53
chr11,15790898,15875101,NB,SOX6,SOX6,2,1,1,3191.913638,3285.187938,889.9090577,2649.448636,3.691599619,0.813533835,0.705430704,0.672927903,0,0.44
chr3,50550998,50583551,NB,CACNA2D2,,4,4,0,3189.100644,4240.394162,156.6695937,615.0936987,27.06584004,0.001503759,0.658644035,1.735703761,0,0.74
chr10,112038548,112096901,NCC,DUSP5,,3,0,2,3188.391657,3046.839038,18980.221,11695.32458,0.160527058,0.003007519,0.02098332,-0.43661126,1,0.75
chr1,37934198,37977851,NCC,LINC01137|ZC3H12A|MTF1|FHL3,MTF1,4,0,2,3187.755277,2771.479674,27009.77664,18139.26047,0.10261024,0.001503759,0.013630058,-0.685942208,1,0.77|0.63|0.55|0.4
chr18,56191248,56280051,NCC,ALPK2|MALT1,,3,1,1,3186.217836,3039.376325,16223.90922,27918.70921,0.187339332,0.02406015,0.382322701,-0.672313917,1,0.7|0.57
chr5,114892748,114970451,NCC,TICAM2|TMED7-TICAM2|FEM1C|TMED7|AP3S1,,2,0,2,3181.482012,3032.881989,22548.65383,21455.38168,0.134503905,0.001503759,0.14329693,-0.48766528,1,0.87|0.67|0.55|0.39|0.38
chr10,28825248,28909151,NB,,,2,1,1,3180.16566,2852.704475,11673.67241,11960.37538,0.244370784,0.02406015,0.294263043,-0.328038697,0,
chr18,56192448,56281501,NB,ALPK2|MALT1,,3,1,1,3180.017243,3073.101871,16218.57437,27837.9429,0.189480395,0.02406015,0.375610414,-0.669125662,1,0.7|0.56
chr9,15996798,16075801,NCC,BNC2,BNC2,8,7,1,3178.320226,2426.616814,7254.781738,26360.16651,0.334485158,0.079699248,0.394472086,-0.422652248,1,0.65
chr1,18145398,18213901,NB,IGSF21,,6,5,1,3175.520701,2796.531918,13674.85709,11690.87837,0.204501729,0.061654135,0.671497947,-0.161935969,0,0.38
chrX,73464198,73510908,NB,FTX,,2,2,0,3175.519181,2552.606,10353.98914,5616.490839,0.246533579,0.010526316,0.30467643,-0.160898751,0,0.44
chr4,80496348,80600651,NB,PRDM8|PAQR3,PRDM8,2,2,0,3172.537105,3421.953212,431.4942653,3753.492488,7.930472054,0.001503759,0.309886873,0.793950492,0,0.45|0.39
chr16,57790848,57851101,NCC,KIFC3,,0,0,0,3172.253028,2505.60187,12393.81447,17451.28275,0.202165514,0.010526316,0.147617402,-0.364969553,1,0.69
chr3,38615048,38644001,NB,SCN5A,,2,2,0,3170.371497,4007.139524,375.1816211,15.28573394,10.68053257,0.001503759,0.617715993,1.952915477,0,0.47
chr1,11579198,11710901,NB,DISP3,,2,2,0,3169.555891,3894.827691,523.1716504,361.5636328,7.444645917,0.001503759,0.628971026,1.876001323,0,0.7
chr11,107801774,107844601,NB,RAB39A,,2,2,0,3161.609139,3404.032982,273.5377057,20.76045618,12.44447442,0.003007519,0.678657686,2.043108228,0,0.79
chr2,217902098,217974601,NB,,,2,1,1,3161.256215,2740.550724,14881.33426,13714.87633,0.184160283,0.006015038,0.204971164,-0.34753173,1,
chr8,9753748,9767901,NB,LINC00599,,4,4,0,3158.885785,4531.970524,18.28975222,41.51000506,247.7874205,0.015827278,1.311353689,3.177851816,0,0.79
chr3,130362748,130463101,NB,ATP2C1|COL6A5|PIK3R4,,2,1,0,3155.831149,3067.758309,3664.192703,2699.066307,0.837226248,0.739849624,0.312945289,0.264008516,0,0.42|0.41|0.38
chr4,3576898,3688501,NB,ADRA2C|LINC00955,,3,3,0,3152.76385,4706.305315,315.0409543,16.8436117,14.93870956,0.003007519,1.093245685,2.72740333,0,0.71|0.5
chr9,124629898,124760301,NB,,,2,0,1,3151.888028,2594.39081,16274.05912,14640.51989,0.15941879,0.001503759,0.240841521,-0.4503624,0,
chr1,53638298,53676801,NB,,,2,2,0,3149.599464,2782.99388,4861.913962,2525.666187,0.572407061,0.010526316,0.391009607,0.14554086,0,
chr18,24208698,24241651,NB,KCTD1,,3,3,0,3149.55355,5096.236007,777.3723581,1120.158671,6.555720633,0.001503759,0.292030881,1.257334357,0,0.5
chr16,17812848,17961551,NB,XYLT1,,2,2,0,3147.671309,3257.058062,0,4443.927633,Inf,0.339529116,0.829313677,1.711803122,0,0.55
chr1,1349098,1376401,NB,VWA1|ANKRD65|TMEM88B,,2,2,0,3144.170711,3079.031508,856.2140514,1679.016605,3.596100184,0.153383459,0.633609196,0.50655349,0,0.7|0.51|0.4
chr12,43704398,43733801,NB,PRICKLE1,,2,1,1,3143.832562,2616.863652,9265.401949,7933.842092,0.282433905,0.010526316,0.441852996,-0.375182165,1,0.62
chr12,79980148,80087551,NCC,PAWR,,3,0,3,3143.786383,543.0336456,34268.24429,19669.62777,0.015846556,0.007657361,1.38912024,-1.577323567,1,0.86
chr5,143244448,143369101,NB,NR3C1,NR3C1,3,0,3,3143.567846,2634.875199,45302.18962,14283.58255,0.058162204,0.001503759,0.566270068,-1.142408746,0,0.45
chr1,70016948,70211901,NB,LRRC7,,4,3,0,3143.181282,3012.901784,3535.442237,4305.552763,0.852199409,0.739849624,0.094999816,0.387154302,0,0.87
chr3,44881448,44945351,NB,TGM4,,2,0,1,3141.045772,3008.860153,10430.61482,6153.796385,0.288464314,0.003007519,0.13002261,-0.139893013,0,0.68
chr2,136754498,136871312,NB,CXCR4|MCM6,,5,5,0,3137.763658,3844.278166,945.8136412,1380.504113,4.064519688,0.153383459,0.209865261,0.938786795,0,0.73|0.52
chr13,104440398,104514351,NB,,,2,2,0,3136.559606,3883.345559,162.2631383,575.8942131,23.93239524,0.003007519,0.369430234,1.436298726,0,
chr14,67796648,67895601,NCC,MPP5|PLEK2|TMEM229B|ATP6V1D|FAM71D|VTI1B|ZFYVE26|RDH11,,2,0,2,3135.371923,3084.475776,11947.97569,16878.73625,0.258158859,0.001503759,0.09253472,-0.349268432,1,0.74|0.64|0.64|0.55|0.54|0.54|0.41|0.37
chr1,188613598,188717851,NB,,,2,1,0,3131.323439,2816.088336,9068.35706,5166.108268,0.310540081,0.001503759,0.399065452,-0.343828241,0,
chr7,158522498,158619818,NB,ESYT2,,3,0,3,3127.272323,2742.639099,27605.20825,18201.79828,0.099352234,0.001503759,0.157130303,-0.69911751,1,0.53
chr2,67206898,67237801,NB,MEIS1|MEIS1-AS3,MEIS1,5,5,0,3117.420927,4619.026924,26.39281276,480.7531447,175.0107867,0.001503759,0.746869787,2.134815261,0,0.66|0.4
chr5,57734998,57758951,NB,PLK2|ACTBL2,,2,0,2,3110.700016,2591.184429,16272.31164,14590.21018,0.159238865,0.001503759,0.296345357,-0.627657323,1,0.89|0.51
chr2,190192198,190287001,NCC,COL5A2|COL3A1,,5,0,3,3110.696667,2658.183912,47836.44957,30968.80876,0.055568169,0.001503759,0.005709371,-0.974355435,1,0.81|0.39
chr5,75376598,75557251,NB,SV2C,,4,4,0,3104.250444,4845.864092,181.9710693,253.6608046,26.62985995,0.010526316,0.615747683,2.187973801,0,0.72
chr22,46272748,46367901,NB,WNT7B,,3,2,0,3102.215421,2827.532847,3401.420236,2519.36452,0.831280069,0.813533835,0.379223102,0.341130057,0,0.55
chr7,46867248,46989251,NB,,,4,2,1,3102.167287,2718.209328,7139.630494,5896.19119,0.380721289,0.470676692,0.730812365,-0.53271267,0,
chr4,138280048,138340451,NB,PCDH18,,2,0,1,3101.422893,2301.486289,7134.20616,2057.051541,0.322598792,0.533834586,0.489280159,0.354339127,0,0.68
chr12,30149798,30218151,NB,,,2,1,0,3101.253602,2393.978918,4100.837701,5094.975674,0.583778021,0.887218045,0.650922056,0.763009643,0,
chr9,138692198,138796504,NB,,,2,1,1,3100.786071,3092.056842,7938.518567,4781.400748,0.389500486,0.356390977,0.15014828,0.131924643,0,
chr6,122068498,122259851,NB,GJA1,,3,0,1,3100.248328,2443.88127,3851.151016,12942.71802,0.634584637,0.261654135,0.754538466,-0.858390975,0,0.49
chr22,46070348,46159301,NCC,,,5,0,3,3099.255404,2745.681774,30934.57488,20379.06729,0.088757702,0.001503759,0.100988536,-0.774218015,1,
chr2,204291548,204397557,NCC,RAPH1|CTLA4|NBEAL1|CD28,,3,0,3,3097.834054,2698.13371,18369.95213,17534.34628,0.146877558,0.001503759,0.201104918,-0.464923245,1,0.66|0.61|0.51|0.5
chr3,40060298,40194151,NB,MYRIP,,3,1,2,3096.261718,2842.357694,35874.26572,14115.78227,0.079231104,0.306766917,0.657006557,-0.223451059,0,0.54
chr8,124473848,124573801,NB,FBXO32|KLHL38,,4,0,2,3092.838885,2676.991472,11288.47365,14573.34062,0.237143794,0.001503759,0.297849541,-0.64019146,0,0.7|0.52
chr2,166676598,166763751,NB,,,2,2,0,3088.283592,3071.116338,3182.106229,3169.690086,0.96512062,0.470676692,0.313725273,0.269661071,0,
chr10,12806348,12892651,NB,,,2,2,0,3086.214953,3684.485249,2696.257815,2205.783039,1.366518153,1,0.293400806,0.378978949,0,
chr8,8377148,8527351,NB,,,6,1,3,3081.573434,2823.32631,49003.95765,24321.7494,0.057614251,0.001503759,0.439814356,-1.155556809,1,
chr17,20061899,20218401,NB,SPECC1,,4,2,2,3081.181506,2834.42962,19200.19518,9424.545132,0.147625042,0.003007519,1.30228862,-1.284309315,0,0.81
chr6,40529248,40560401,NB,LRFN2|TDRG1|LINC00951,,3,3,0,3079.64266,3709.998177,0,282.102902,Inf,0.007716814,1.116343623,3.1384872,0,0.74|0.61|0.58
chr7,154623648,154672101,NB,DPP6,,2,2,0,3079.484774,3759.430853,35.90894795,14.15789072,104.6934279,0.001503759,1.055805249,3.243208002,0,0.77
chr3,173862848,173973351,NB,NLGN1,,3,3,0,3078.414456,3594.445712,170.6668647,1307.334398,21.0611809,0.02406015,0.53823554,1.12347438,0,0.67
chr5,64824598,64888401,NB,,,2,0,2,3078.291982,2813.324892,7569.363878,3753.643981,0.371672566,0.010526316,0.329474082,-0.075612849,0,
chr1,94992748,95024051,NB,F3,,2,2,0,3077.431775,2730.223733,149.4164861,3644.594901,18.27257356,0.221052632,0.523989425,0.785507531,0,0.51
chr11,79033198,79106651,NB,TENM4,,2,2,0,3076.807906,3182.987939,3076.807906,1281.766125,1.034509802,0.739849624,0.627413386,0.864806916,0,0.47
chr3,27544648,27723301,NCC,NEK10,,4,0,3,3075.763959,2095.485817,48228.0277,38795.57701,0.043449544,0.007657361,0.65687475,-1.40773659,1,0.4
chr6,26295048,26353101,NCC,HIST1H4H|BTN3A2|BTN3A3|HIST1H2BD|BTN2A3P|BTN3A1|HIST1H3D,,10,4,3,3074.85535,2415.044394,25461.54008,12561.92094,0.09485068,0.001503759,0.388427603,-0.725445895,1,0.68|0.64|0.59|0.54|0.51|0.49|0.42
chr1,188451098,188523401,NB,,,3,3,0,3073.821314,3503.782162,2376.851517,1117.276869,1.474127491,0.306766917,0.445313929,0.56080511,0,
chr8,29350798,29414501,NB,DUSP4|LINC00589|SARAF,,2,1,0,3072.59391,2828.736279,9081.958863,8279.232621,0.311467638,0.533834586,0.299100132,0.060264829,0,0.62|0.48|0.48
chr8,22871398,22952251,NCC,TNFRSF10C|TNFRSF10B|LOXL2|PDLIM2|BMP1|C8orf58|PPP3CC|TNFRSF10A|BIN3|TNFRSF10D,,3,2,1,3070.798938,2835.646536,25460.76767,21587.50826,0.111373175,0.001503759,0.23340276,-0.766619959,1,0.78|0.76|0.74|0.69|0.62|0.59|0.54|0.44|0.42|0.37
chr19,44088248,44104251,NB,ZNF575|PLAUR|KCNN4,ZNF575,2,2,0,3066.684677,3006.297282,5491.588724,5904.464624,0.547436713,0.006015038,0.247743086,0.017094591,0,0.61|0.52|0.48
chr1,65874748,65907401,NCC,LEPROT|AK4|JAK1,,3,1,2,3062.327484,2596.03481,22606.05987,15576.91575,0.114838005,0.001503759,0.184776449,-0.66174711,1,0.64|0.54|0.45
chr2,207844148,207879701,NB,KLF7|FASTKD2,KLF7,2,2,0,3061.566501,3643.421137,819.4371237,2044.317595,4.446248567,0.034586466,0.429840822,0.948357948,0,0.63|0.37
chr6,83863548,83911051,NCC,RWDD2A|PGM3,,1,0,1,3061.356304,2999.940611,12540.82054,12265.73075,0.239214061,0.003007519,0.152095268,-0.334673136,1,0.51|0.48
chr1,26602298,26629951,NB,SH3BGRL3|EXTL1,,2,1,1,3056.355639,2811.710932,23876.51518,8812.277682,0.117760524,0.003007519,0.201330846,-0.483529208,0,0.7|0.41
chr9,80969498,81068651,NB,PSAT1|CEP78,,4,4,0,3052.907107,5854.374675,881.3595401,1694.460673,6.642436382,0.003007519,0.268906591,1.217778088,0,0.58|0.48
chr3,101841898,101926801,NB,NFKBIZ,,4,0,1,3052.513062,1961.493786,8406.916127,29763.22974,0.233319062,0.079699248,0.334038092,-0.568473659,1,0.66
chr2,54561448,54615251,NB,,,2,1,0,3051.790467,3086.986392,2789.459718,1931.278605,1.10666104,0.739849624,0.388343259,0.351817177,0,
chr15,90934048,91037101,NCC,FURIN|CIB1|IQGAP1|SEMA4B|MAN2A2,,4,0,3,3051.639723,2468.353734,43648.82242,21450.90443,0.056550294,0.001503759,0.117807603,-0.803874846,1,0.78|0.69|0.57|0.55|0.46
chr21,26671148,26763251,NB,,,2,0,1,3044.839859,2362.73478,3053.882976,8294.176034,0.773682161,0.887218045,0.420498021,0.131920526,0,
chr1,5418848,5588351,NB,AJAP1|NPHP4,,4,4,0,3044.819513,6298.262128,58.83539386,28.83264469,107.0488649,0.010526316,0.990875608,3.203572033,0,0.53|0.37
chrX,130862348,130937251,NB,,,3,3,0,3043.590931,2432.046077,4239.349327,3176.400091,0.573683811,0.261654135,0.365178592,0.077149777,0,
chr1,68773848,68960298,NB,RPE65,,5,1,1,3041.194259,2651.031697,19831.75473,8702.16343,0.133676103,0.006015038,0.229730485,-0.508634274,0,0.56
chr22,30002042,30097301,NCC,NF2,,8,4,2,3039.149345,2430.027826,13516.00676,32148.25304,0.179788888,0.001503759,0.167505753,-0.793706344,1,0.69
chr14,39294298,39516551,NB,LINC00639|SSTR1,,4,3,0,3038.670524,3629.045903,2554.564177,3073.417918,1.42061254,0.470676692,0.062716748,0.461406919,0,0.85|0.56
chr11,101985668,102160951,NCC,YAP1|MMP7,,7,1,3,3038.26571,1471.667333,73031.68705,36442.98657,0.02015108,0.001503759,0.259493968,-1.410115574,1,0.77|0.4
chr10,100068748,100142951,NB,ZFYVE27|HPS1,,2,1,1,3034.345413,3026.183206,6451.536792,6809.351119,0.469063931,0.6,0.233770678,0.211498165,0,0.4|0.38
chr9,88215298,88298001,NB,AGTPBP1,,2,2,0,3033.959333,3109.728235,4201.379744,1540.966151,0.740168332,1,0.162526882,0.656258028,0,0.56
chr4,117497248,117572351,NB,,,3,3,0,3033.364166,4063.675171,334.8384397,142.4459605,12.13622658,0.001503759,0.542536318,1.605169988,0,
chr1,54104748,54207551,NCC,GLIS1,GLIS1,4,4,0,3032.589614,3716.541075,4631.888002,33456.5904,0.802381464,0.6,0.362208686,-0.015413873,1,0.67
chr10,119839298,119902601,NB,RAB11FIP2,,4,4,0,3029.198182,5618.023563,485.81396,444.8730331,11.564146,0.001503759,0.423469717,1.532062101,0,0.38
chrX,114797674,114885551,NCC,PLS3,,4,2,2,3028.494138,2250.396863,30926.51648,20868.10314,0.072765934,0.003007519,0.337979862,-0.820952951,1,0.63
chr14,52776148,52832451,NB,PTGER2|ERO1A,,4,2,1,3028.386276,2222.322412,19547.70805,6955.615491,0.113687109,0.006015038,0.313136233,-0.433286984,0,0.83|0.47
chr1,44000998,44039301,NB,,,2,2,0,3026.728386,3703.677505,2171.165675,2006.950668,1.705847485,0.02406015,0.234192337,0.643464692,0,
chr12,98960148,98996151,NB,IKBIP,,2,0,2,3026.201619,2870.247803,8433.383298,6292.320375,0.340343573,0.001503759,0.260128171,-0.169120897,0,0.52
chr1,6554748,6577568,NB,,,2,2,0,3023.874773,2156.765787,3377.269555,2874.748542,0.638612273,0.470676692,0.322273399,0.266583485,0,
chr5,38641748,38726001,NB,LIFR,,2,1,0,3020.581779,3206.45499,2439.329746,392.9221556,1.314481978,0.533834586,0.618592846,0.702937126,0,0.42
chr3,124825248,124864051,NCC,HEG1|ITGB5|SLC12A8,,5,2,2,3015.559809,2422.349175,8637.405148,12239.93589,0.280448715,0.221052632,0.40729917,-0.332212504,1,0.7|0.64|0.59
chr13,27834298,27850901,NB,RASL11A|SNORA27,,2,2,0,3015.555926,3102.536858,3288.694085,1730.584405,0.943394788,0.739849624,0.378847685,0.360237874,0,0.5|0.43
chr8,42107848,42159201,NCC,IKBKB|PLAT,,7,0,3,3014.868819,2123.782668,31263.31414,15146.54917,0.067932103,0.001503759,0.301152532,-0.955466823,1,0.87|0.73
chr21,24758848,24819501,NB,,,2,2,0,3014.695051,3809.38484,43.10845702,0,88.36745973,0.003007519,0.960748265,2.657415804,0,
chr1,198221798,198273151,NCC,C1orf53|NEK7,,9,4,3,3010.473525,2134.521907,20166.31416,14594.33491,0.105845912,0.010526316,0.22680574,-0.767816086,1,0.67|0.48
